group,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,axis10,axis11,axis12,axis13,axis14,axis15,axis16,axis17,axis18,axis19,axis20,axis21,axis22,axis23,axis24,axis25,axis26,axis27,axis28,axis29,axis30,axis31,axis32,axis33,axis34,axis35,axis36,axis37,axis38,axis39,axis40,axis41,axis42,axis43,axis44,axis45,axis46,axis47,axis48,axis49,axis50,axis51,axis52,axis53,axis54,axis55,axis56,axis57,axis58,axis59,axis60,axis61,axis62,axis63,axis64,axis65,axis66,axis67,axis68,axis69,axis70,axis71,axis72,axis73,axis74,axis75,axis76,axis77,axis78,axis79,axis80,axis81,axis82,axis83,axis84,axis85,axis86,axis87,axis88,axis89,axis90,axis91,axis92,axis93,axis94,axis95,axis96,axis97,axis98,axis99,axis100,axis101,axis102,axis103,axis104,axis105,axis106,axis107,axis108,axis109,axis110,axis111,axis112,axis113,axis114,axis115,axis116,axis117,axis118,axis119,axis120,axis121,axis122,axis123,axis124,axis125,axis126,axis127,axis128,axis129,axis130,axis131,axis132,axis133,axis134,axis135,axis136,axis137,axis138,axis139,axis140,axis141,axis142,axis143,axis144,axis145,axis146,axis147,axis148,axis149,axis150,axis151,axis152,axis153,axis154,axis155,axis156,axis157,axis158,axis159,axis160,axis161,axis162,axis163,axis164,axis165,axis166,axis167,axis168,axis169,axis170,axis171,axis172,axis173,axis174
1283.d0,0.455592,-0.206813,0.086099,-0.007186,-0.047952,-0.039059,-0.065347,0.03476,0.015886,-0.069814,0.044809,-0.136112,0.000135,0.130362,0.012707,0.030291,0.039511,0.023674,-0.007911,-0.001782,0.005923,-0.011649,-0.007042,-0.01889,0.01658,-0.003196,0.001715,-0.05227,0.005255,-0.060161,-0.041384,-0.070193,0.009515,0.0044,0.004782,0.001955,0.016397,-0.000373,-0.04294,-0.023697,-0.017673,0.055023,0.047568,0.057443,0.02208,0.062652,0.116231,0.138786,0.098298,0.065203,0.155559,0.065742,-0.090744,-0.032251,0.024898,-0.01285,-0.028254,-0.044388,0.023018,-0.014806,-0.009779,-0.005785,-0.067839,-0.034696,-0.013049,-0.071142,0.037723,-0.006616,-0.044856,-0.019627,-0.023616,0.066559,0.006183,-0.0074,0.031288,0.004801,-0.031614,-0.001922,-0.018948,0.000895,0.019807,0.021705,-0.007516,-0.012324,0.020443,0.011819,0.022145,-0.000111,-0.010592,0.039835,-0.02694,-0.018818,0.013928,0.004554,0.03283,-0.004713,0.016671,-0.059792,-0.014403,0.016193,0.00626,0.033871,0.018409,0.034317,0.020081,-0.02748,0.012196,0.010283,0.007685,-0.005061,0.006005,-0.035224,0.024053,-0.009645,-0.017942,-0.015676,0.010868,0.001706,-0.005967,-0.016785,0.046947,0.013487,0.007378,0.008151,-0.00566,0.059219,-0.010168,0.048754,-0.044216,-0.044711,-0.009622,-0.051311,0.028763,0.036389,-0.085494,-0.026906,0.007939,0.025775,0.078485,0.054586,-0.006847,0.013507,0.073347,0.064165,-0.004173,-0.038006,-0.002504,0.012774,0.009025,0.008173,0.002889,0.028843,0.024653,0.05159,-0.044046,0.066873,-0.026921,0.045647,0.008296,-0.011568,0.003586,0.047026,0.013578,-0.027396,0.000138,0.001289,-0.013344,0.022566,0.04452,0.005688,0.028505,-0.020382,0.000029,-0.000006
1283.dn21,0.460363,-0.197967,0.211571,0.09588,0.064165,-0.098154,0.010298,0.050923,-0.017554,0.02029,-0.009474,-0.068112,0.00385,0.065493,-0.067452,0.033777,-0.002542,-0.02179,0.0081,-0.056978,-0.049757,0.006559,-0.009372,-0.008023,-0.021928,-0.050088,-0.031613,0.007533,0.014047,0.008126,0.055615,-0.02398,-0.008259,0.010364,0.025915,0.004709,-0.034114,0.013759,0.020119,-0.011211,-0.057342,-0.109108,0.082483,0.006906,-0.076927,-0.054772,-0.043975,-0.025643,-0.010536,0.007139,-0.039068,0.023021,-0.034015,0.056406,-0.044805,0.008292,0.112683,-0.026694,0.131284,-0.110937,-0.110318,0.078113,0.058262,0.012028,-0.008254,-0.086774,-0.030802,-0.036114,-0.011738,-0.038091,0.017727,0.014801,-0.042204,-0.06389,0.000199,-0.033729,0.036684,-0.049686,0.10041,0.02788,0.066631,-0.032752,-0.061832,-0.077665,0.068962,-0.017771,0.020995,0.039618,-0.02616,0.046636,0.00073,-0.032633,-0.007422,-0.003172,-0.019391,0.019516,-0.023524,-0.008854,0.007969,0.019503,-0.025869,-0.021307,-0.000684,0.033348,0.023018,-0.011865,0.030888,0.015302,0.012555,0.000671,0.010686,0.023828,-0.019738,0.032399,-0.023606,-0.017867,0.013862,0.021335,0.016614,-0.036105,-0.045807,0.002544,0.022246,-0.004474,-0.00754,0.013794,-0.009456,0.000158,-0.029475,0.010695,-0.006299,0.005817,0.005873,-0.032483,0.035436,0.018365,-0.016913,-0.001676,-0.016797,0.013183,0.006721,-0.031924,-0.002037,0.037651,-0.034124,-0.006989,-0.010542,0.005582,-0.029381,-0.002373,-0.057979,-0.034617,0.037286,0.04138,-0.038582,-0.053606,-0.036221,-0.001944,-0.012343,-0.016427,0.003726,-0.08238,-0.018608,-0.029283,0.050262,-0.013968,-0.045817,-0.008882,0.027469,-0.016961,0.015736,-0.011006,-0.000006,-0.000008
1283.dn35,-0.422662,-0.044736,0.150044,0.013355,-0.025648,-0.039925,-0.036923,0.038568,-0.098599,-0.008464,0.116783,-0.003847,0.25924,-0.086769,-0.100421,0.03136,-0.029661,0.027804,-0.029414,0.067189,0.070537,-0.009435,0.0349,-0.05778,0.029694,-0.056936,-0.048239,-0.009599,0.011128,-0.005717,0.063485,-0.036322,0.008908,0.02075,-0.032853,-0.050789,0.009569,-0.018925,0.050487,0.01502,-0.000897,0.000716,0.000918,-0.018147,-0.006733,0.007637,0.012637,0.010949,0.003318,0.018317,-0.020622,0.020385,0.052978,-0.029037,0.019923,0.005045,-0.031475,-0.000149,-0.014359,0.019144,-0.046192,-0.002124,-0.015996,-0.004867,0.001445,-0.010587,-0.034154,0.000505,0.010787,0.03811,0.017063,0.016843,-0.003736,-0.016138,-0.050716,-0.007829,-0.012182,0.025288,-0.049298,0.036608,-0.024883,0.067075,-0.029059,0.009227,0.009002,-0.016311,0.061024,0.070983,0.016894,-0.06816,0.017437,-0.078353,-0.028315,0.047962,-0.052485,0.0259,-0.051508,-0.106021,-0.023976,0.053418,0.089813,-0.021614,0.039448,0.028866,0.114423,0.027756,-0.000865,-0.080504,-0.041959,0.035326,-0.021342,-0.027758,-0.031624,-0.011114,0.042648,-0.02589,0.109747,-0.002227,-0.045102,0.022819,0.058815,-0.011448,0.075025,-0.046034,0.043409,-0.068807,-0.051555,0.000891,0.010146,0.058994,0.003673,-0.028827,-0.001403,-0.033119,0.009849,0.036902,-0.034485,-0.046124,0.023608,0.029064,0.058587,-0.020788,0.024575,-0.061121,-0.002126,-0.015022,0.010457,0.058342,-0.050936,-0.032168,-0.01223,-0.012661,0.012836,-0.030711,0.020416,0.033192,-0.00878,0.024231,-0.008529,0.000584,-0.002975,-0.004402,-0.021099,0.016193,-0.022071,-0.014283,-0.01545,-0.000355,0.030749,-0.022471,-0.008957,0.004849,0.000019,-0.000006
1284.d0,0.057286,0.0041,-0.151403,0.19519,-0.073582,0.099555,0.063102,0.066247,-0.01812,0.05664,-0.055552,-0.040039,0.115732,-0.026431,0.067725,0.065769,0.060545,-0.039141,-0.035718,0.032509,0.036143,-0.019057,0.027353,-0.021886,-0.003768,-0.029954,-0.042342,-0.00097,0.076038,0.047211,-0.044213,0.069998,-0.046274,0.004848,0.03332,0.031884,0.006884,-0.006495,-0.000672,-0.036154,-0.010308,-0.0056,-0.015239,-0.033392,-0.022257,-0.036739,-0.006507,0.018166,-0.029197,-0.012423,0.013435,0.009274,0.001444,-0.013135,-0.019254,-0.036963,-0.007364,-0.036319,0.007675,0.020828,0.011651,0.012459,0.007322,-0.014292,-0.023798,-0.070089,0.025205,0.010675,-0.025089,0.024804,-0.005227,0.022193,0.011903,0.016577,0.013673,0.019461,0.018484,0.047342,0.012388,-0.013039,-0.037285,0.017358,0.040074,-0.059454,-0.017482,-0.023722,-0.027629,0.034408,0.039437,0.005258,0.021562,-0.001422,-0.00907,0.037467,-0.005806,0.012755,-0.01404,-0.028284,0.026518,0.033003,0.027575,0.035692,0.044182,0.048063,0.028796,0.07126,-0.074002,-0.03711,-0.014268,-0.090792,-0.047168,-0.006965,0.002325,-0.017012,0.075877,0.048159,-0.057196,0.026729,0.063246,-0.006832,-0.086715,0.083248,-0.073072,-0.035014,-0.036594,0.046543,-0.05149,0.029612,0.053124,0.001689,0.063734,0.0272,-0.038993,0.026051,0.045668,-0.042125,0.036912,-0.010079,0.019041,0.080372,-0.114285,0.00724,-0.082338,0.029933,0.015991,-0.084323,-0.060405,0.018059,-0.046937,-0.015606,0.004279,0.03203,0.007476,-0.056177,0.005361,0.012317,-0.045084,0.037479,0.010012,0.017406,0.008983,0.002168,0.01077,-0.011798,0.071727,0.046121,-0.024615,0.044423,-0.024098,0.023403,-0.032355,0.009477,0,-0.000008
1284.dn21,0.454769,-0.28242,0.230468,0.05434,0.043056,-0.125248,0.037925,-0.012398,0.025708,0.013968,0.033243,-0.001436,-0.010908,0.02014,0.010651,0.016732,0.03192,-0.004399,-0.008318,-0.02847,-0.008274,-0.008822,-0.010045,0.000061,0.005411,0.00637,-0.024964,0.048768,-0.018454,-0.024992,-0.002951,0.023742,-0.015838,0.057646,0.006871,0.020434,0.091128,0.022969,-0.037818,0.081824,-0.349756,0.071208,-0.101582,-0.026735,0.106216,0.081292,-0.013605,0.003854,-0.000845,-0.050837,-0.011792,-0.002389,-0.007439,0.010462,0.054173,0.01726,-0.091993,0.021167,-0.094484,-0.004825,0.048339,0.030488,0.015509,-0.021547,0.010271,-0.037979,-0.026568,-0.023262,-0.04983,0.033204,-0.005467,-0.015768,0.004882,-0.03252,0.017547,-0.008991,-0.005079,0.033029,-0.009482,0.021073,0.023637,0.014797,-0.025653,0.012783,0.013587,-0.027911,0.005789,-0.038945,0.029776,-0.015147,-0.001672,0.005153,0.017537,0.019962,-0.00368,-0.004954,0.001655,0.012283,0.005567,0.000962,-0.001477,0.026643,0.016532,-0.008361,0.015139,-0.01382,0.023246,0.009477,-0.000724,-0.012693,0.000621,-0.006196,0.001407,0.012092,-0.000577,-0.006625,0.002938,-0.016094,0.021847,0.00369,-0.019112,0.004561,-0.000735,-0.012158,-0.004019,0.009625,0.001238,-0.014162,-0.006294,0.013782,-0.000307,-0.000487,-0.019052,-0.005736,0.01249,0.015867,-0.003155,-0.006801,-0.027988,-0.027663,-0.0056,0.018409,-0.020442,-0.049955,-0.002189,0.006804,0.000962,-0.021709,-0.009048,0.011478,-0.009877,0.001113,0.019316,-0.001943,-0.009659,-0.023464,0.006119,-0.020809,0.009707,0.011333,0.00025,-0.053702,0.00197,-0.02702,0.039547,-0.040648,-0.031539,-0.010434,-0.004931,-0.016941,-0.000809,-0.006208,-0.000018,-0.000009
1284.dn35,0.093127,-0.171172,-0.24358,0.010794,0.018132,-0.001643,-0.024675,-0.011221,0.006033,-0.026863,0.016156,-0.014466,0.030228,-0.007251,-0.000627,0.011407,0.016891,-0.022091,-0.023954,0.004234,-0.048009,-0.022367,0.003848,0.012036,0.0221,0.10578,-0.043615,0.144102,-0.010683,-0.013108,0.003845,0.050692,0.042996,0.016537,-0.016978,0.05436,0.125888,-0.062201,-0.026449,0.023091,0.067538,-0.013258,0.040382,-0.009024,-0.061525,0.042115,-0.029047,0.100049,0.066376,0.077712,-0.003971,-0.146511,0.033626,0.088437,-0.025575,-0.068721,0.037989,0.004227,-0.054338,-0.001153,0.058282,0.027389,-0.05972,0.098366,-0.002711,-0.000734,-0.087061,-0.094414,-0.033511,-0.002027,-0.054385,0.013747,-0.059417,-0.079699,-0.073465,0.080796,-0.000448,-0.031302,-0.023157,0.016213,0.030625,0.02355,-0.011102,-0.004467,0.040796,0.0215,-0.01658,0.017042,0.02232,-0.027418,-0.029904,-0.041541,0.012714,0.064397,-0.016121,-0.016394,-0.020633,0.003657,-0.005444,0.022788,-0.037772,0.015825,0.03553,-0.001965,-0.031259,-0.018992,-0.011825,0.001932,0.046236,-0.019739,-0.017386,-0.025985,0.016403,0.012476,-0.003335,-0.033432,0.017968,-0.000475,-0.034262,-0.005659,0.016985,-0.008574,-0.035436,-0.020023,-0.002777,0.025475,0.005307,0.038321,-0.018883,-0.018014,-0.005637,0.024097,-0.004438,0.011369,0.01573,0.016573,0.026703,-0.004027,-0.00574,0.018404,-0.016038,-0.002768,-0.010603,-0.015309,0.023126,-0.00694,-0.00682,0.020415,0.038107,-0.018495,0.003188,-0.02646,0.00119,0.003984,0.004116,-0.038906,-0.026539,-0.023607,0.031369,-0.027975,0.014666,-0.000132,-0.005409,0.002059,-0.025598,-0.011828,0.021217,-0.009397,0.021151,0.003545,0.007767,0.043158,-0.000028,-0.00001
1285.d0,-0.150794,0.105353,0.02697,0.228683,-0.146445,0.109981,0.171574,-0.045959,0.147854,-0.075521,-0.082168,-0.027429,-0.019417,-0.084317,-0.16238,0.113215,0.230573,0.092379,0.131003,-0.038507,0.082803,-0.043009,0.170345,0.070465,-0.00854,0.064021,0.009631,-0.027202,-0.060405,0.058689,0.002746,-0.076445,-0.033752,0.019121,0.005021,0.046717,0.000693,0.049986,-0.02849,0.000819,-0.001043,0.007591,-0.004839,-0.006819,-0.011256,-0.016558,0.002754,0.021569,0.001043,0.001086,-0.012057,0.006668,0.006512,0.026379,-0.025797,-0.022374,0.004112,-0.013922,0.019685,0.019414,0.012512,-0.005971,0.019182,0.00966,-0.003008,0.004434,-0.000264,-0.002053,0.025907,0.011414,-0.028627,0.004636,0.029896,-0.039898,0.0066,0.006611,-0.030287,0.034078,0.011436,0.001164,-0.005398,-0.000485,-0.019078,-0.017131,-0.005764,0.014586,-0.004242,-0.040515,0.006707,-0.021305,0.015386,-0.037452,0.025974,0.012741,0.033623,0.031324,-0.011835,0.027864,0.011658,0.01198,0.036923,-0.012483,-0.055296,-0.007748,0.003823,-0.045012,-0.03177,-0.014981,-0.032642,0.003825,-0.02429,0.002667,-0.039101,0.086788,0.047139,-0.022043,0.048448,-0.002492,0.016444,0.046974,-0.0226,-0.009555,-0.014334,0.055031,0.001294,-0.009365,0.008344,0.038778,-0.047667,-0.078143,0.000844,-0.006354,-0.078549,0.018385,0.005517,-0.058882,-0.040584,0.003409,0.042574,0.040281,0.060166,0.013903,-0.048011,-0.001291,0.019336,0.067206,0.091809,-0.030556,-0.014114,-0.019606,0.007258,-0.059032,0.008777,0.042514,0.015999,0.01848,-0.009783,0.025223,0.000215,0.032701,-0.003164,-0.042899,0.025432,0.001035,-0.001803,0.018136,0.02875,-0.012521,-0.015909,-0.005134,0.014006,0.002663,0.00004,-0.000005
1285.dn21,0.186029,0.217235,0.016201,0.296557,0.176964,0.037258,0.043246,0.006025,-0.067403,0.028526,-0.044375,0.112969,0.015214,0.034224,0.00177,0.042209,-0.055383,0.006708,0.003966,0.065498,-0.038813,0.030063,0.028655,-0.018099,0.012395,0.007027,0.014448,0.042582,-0.046139,0.017794,0.019833,0.007372,0.037568,-0.029313,-0.03736,-0.027468,-0.078776,0.006638,-0.020815,-0.030602,-0.010046,-0.003467,-0.001677,-0.01046,0.034007,0.013274,0.013359,-0.02869,-0.000069,0.004236,0.003991,0.013519,-0.00889,0.003232,-0.04716,-0.000892,0.0022,-0.050709,-0.001094,-0.007501,0.021056,0.013953,0.065024,0.027247,-0.035112,-0.018643,-0.036065,-0.013065,0.00513,-0.004504,-0.010854,0.013766,-0.002273,-0.041652,-0.021036,0.012922,0.022406,-0.010617,0.008625,0.031398,0.045425,0.051377,0.064786,-0.012774,-0.050216,0.074005,-0.044711,-0.037358,0.024068,-0.033465,0.120058,-0.000994,-0.004907,-0.042943,0.027254,0.039469,-0.026276,-0.036792,0.089575,0.000026,0.052466,0.062342,0.014411,-0.019453,0.024789,-0.036193,-0.012517,-0.011619,-0.007867,0.002337,-0.064725,0.107306,0.018777,0.068757,-0.022666,0.030754,0.017621,-0.032145,0.009911,-0.034499,0.034479,0.02336,0.00787,0.011139,0.025747,0.061999,0.001245,-0.00212,-0.050487,-0.033134,-0.016807,0.027672,-0.033621,0.002711,-0.088365,0.061802,-0.000436,0.004894,-0.034942,-0.030566,-0.022157,0.006754,0.03141,0.01429,0.06431,-0.009356,-0.012287,0.060909,0.042815,-0.054316,-0.006723,0.008108,-0.032337,-0.020611,-0.020909,-0.022437,0.09927,0.068663,-0.015918,-0.057045,0.00565,0.074121,0.053487,-0.042195,-0.000414,-0.069749,-0.058634,-0.015235,-0.021987,-0.030157,-0.017913,0.002901,0.000035,-0.000005
1285.dn35,-0.411643,-0.061092,0.010237,-0.005136,0.000136,-0.047463,-0.191137,-0.139965,0.021807,-0.009526,0.168397,-0.007965,0.087605,-0.072431,0.016669,-0.000356,-0.023207,0.031222,0.048377,-0.010877,-0.053081,0.004261,0.046705,0.033597,-0.00662,0.02331,-0.05054,0.08927,0.122422,0.015029,0.059731,0.036274,0.094862,-0.048024,0.135671,-0.041456,-0.025662,-0.032493,-0.053076,-0.069073,-0.004596,-0.019858,0.006067,-0.013856,0.027515,0.042237,0.011325,-0.026371,-0.007789,-0.007116,0.00585,0.018288,0.012631,-0.015915,-0.011858,0.020741,-0.006527,-0.044957,-0.037637,-0.074117,0.029691,-0.00521,-0.011838,0.027084,-0.013584,0.010815,0.013929,0.024034,-0.020777,-0.035543,-0.002602,0.059692,0.04027,0.049772,-0.015066,0.0257,0.0326,0.049107,0.082802,-0.024003,-0.031096,0.019565,0.011091,-0.042268,0.026163,-0.015838,0.05753,0.000223,-0.004083,0.023408,0.008133,0.036991,0.057014,-0.003026,-0.002904,-0.049971,0.005738,0.016431,0.070455,-0.105997,0.014949,0.02984,0.009403,-0.049852,-0.035334,-0.064735,0.008377,-0.080018,0.079476,-0.005647,0.01394,-0.002757,-0.026593,-0.089992,0.023749,0.021371,0.019919,-0.003301,-0.035918,-0.020864,-0.044735,-0.049393,-0.012773,-0.064982,0.01075,0.000944,0.044827,0.005102,-0.039888,-0.013576,-0.000921,-0.007692,0.011744,-0.027245,-0.022242,-0.058846,-0.047169,-0.033787,-0.015562,0.043107,0.035814,-0.008337,-0.022686,-0.015211,0.006082,0.051621,0.048906,-0.025413,-0.022562,-0.013029,-0.044679,0.023435,-0.00851,0.001877,-0.010826,0.018512,-0.00225,0.016364,0.044498,0.018183,-0.001232,-0.001061,0.05903,0.033723,0.018461,0.010193,-0.026546,0.020439,-0.009029,-0.021867,0.011561,-0.002196,0.000071,-0.000003
1286.d0,-0.007411,0.270472,-0.021424,0.352444,0.147807,-0.051,0.008526,-0.068934,-0.092672,-0.008788,-0.054431,-0.068466,0.015226,0.00442,0.013261,0.010994,-0.018255,-0.022352,0.011786,0.013337,0.032679,-0.046775,0.017821,0.031802,0.002224,-0.001979,-0.048913,-0.008556,0.097998,0.070105,-0.069128,0.083198,0.058885,0.081484,0.001263,-0.04425,0.061535,-0.002203,0.023885,0.012027,0.014389,-0.007701,0.026486,0.038786,0.009605,-0.024022,-0.04242,0.028099,0.002048,-0.024097,0.013631,-0.004068,-0.025261,0.021561,0.025171,-0.000274,0.007407,-0.003763,0.013666,-0.017913,-0.019527,-0.041263,-0.059626,-0.057038,0.028973,0.000605,0.015509,0.004815,-0.020415,0.031852,-0.010455,-0.0043,0.003927,0.05627,-0.005887,0.026725,-0.008581,0.007023,0.00567,0.016589,-0.003439,-0.035875,-0.015071,-0.007533,0.009762,-0.028529,-0.001953,0.016418,0.01012,0.04987,-0.019436,0.002931,0.053823,-0.029269,0.02994,-0.009324,-0.010935,0.057594,-0.078129,0.040852,0.024567,-0.065542,-0.074874,-0.000035,-0.061501,0.024295,0.008182,0.062367,-0.041472,-0.014993,0.028059,-0.084029,0.026041,-0.053836,0.020168,-0.01422,0.03753,-0.043099,-0.04295,0.049683,-0.064495,-0.005035,-0.013618,-0.00539,-0.041781,-0.059966,-0.00213,0.059093,0.025039,0.038327,0.002946,0.030252,-0.087222,0.005166,-0.027583,0.100185,0.017112,0.009115,0.000187,-0.05329,0.016452,-0.062668,0.028372,0.041575,0.016592,0.055588,0.032889,0.076565,0.012637,-0.00919,0.045747,-0.022391,-0.037554,-0.002813,-0.004812,0.014778,0.068635,0.017345,-0.016767,-0.002032,0.032148,0.01093,0.04855,-0.026191,0.028682,-0.071403,-0.062389,0.000378,0.04152,0.001678,0.009555,-0.009138,0.000043,-0.000005
1286.dn21,0.348717,-0.002835,0.000322,0.135936,0.099127,0.052383,0.041573,-0.095279,0.012611,0.093377,-0.076753,0.037497,0.051652,-0.014359,0.069811,0.001321,-0.035034,0.050391,0.003129,0.000255,0.000785,0.024128,-0.023927,0.001407,0.014315,0.034954,0.039082,-0.03818,0.028169,0.02812,0.002879,0.040874,-0.011374,-0.011829,-0.015394,-0.007669,0.013688,0.00336,0.03269,-0.01656,-0.010959,-0.007931,-0.006786,-0.014888,-0.021278,-0.013397,-0.019424,0.00558,-0.008465,-0.001771,0.011853,-0.010173,-0.006004,-0.01001,0.015882,0.023981,-0.006177,-0.022951,0.043205,0.049774,0.004303,0.032892,-0.070342,-0.029811,0.024114,0.003921,0.053352,-0.028149,0.013058,-0.056208,-0.039474,-0.00723,0.013445,0.064854,-0.020552,0.022407,0.009805,0.005296,-0.011921,0.083931,0.0535,0.0129,-0.029218,0.061315,0.040435,-0.050498,0.015475,0.003146,0.086706,0.039714,0.013045,-0.034481,-0.020866,0.038687,-0.027033,-0.09514,0.009926,0.06373,-0.056973,0.022125,-0.021836,-0.02768,-0.065256,-0.049436,0.054184,-0.040096,0.025156,0.046534,-0.066568,0.058738,0.003663,0.027419,0.041301,-0.015596,0.081886,0.052302,0.009277,0.069349,-0.068255,-0.068954,0.080169,0.042233,-0.008121,-0.030182,0.032277,0.04598,-0.021573,-0.046113,-0.073682,-0.065989,-0.014877,0.018244,-0.026848,0.063578,-0.023241,-0.081194,-0.040078,-0.041076,-0.003729,-0.068355,0.002107,-0.006877,0.020394,-0.0425,0.048351,-0.021482,-0.033109,-0.041704,0.003973,0.010381,-0.064681,0.028158,-0.007805,-0.033886,0.004759,-0.066213,-0.030963,0.085838,-0.01145,-0.019554,0.01189,-0.047324,-0.025783,0.043238,0.01855,0.059868,0.012506,-0.016773,0.016994,-0.018003,-0.004794,0.005725,0.000071,-0.000003
1286.dn35,0.28419,-0.215406,-0.144734,0.097165,-0.046054,-0.044014,0.021577,-0.007709,-0.025803,-0.012489,0.0207,-0.068318,-0.013456,0.05993,0.010253,0.021358,-0.007648,-0.012575,0.008896,0.041526,0.004113,-0.005905,0.008388,0.002228,0.010831,0.004759,-0.029605,-0.039707,-0.004398,-0.007617,-0.024133,-0.019918,0.001378,-0.059712,-0.00912,-0.004822,-0.000609,0.028009,0.067616,0.049196,-0.019409,0.010108,-0.017226,0.047402,0.024402,-0.014165,-0.033678,-0.096767,0.019836,0.055741,0.052706,0.026256,0.050382,0.155508,-0.079163,0.055428,0.05463,0.011458,-0.064937,-0.000038,-0.010717,-0.049493,-0.041079,0.02404,-0.002136,-0.019218,-0.061486,-0.085241,-0.018727,0.040568,0.029684,0.032831,-0.018137,0.108541,-0.010465,-0.077287,0.032517,0.018891,0.039682,-0.019855,0.047316,-0.022653,-0.04377,-0.003467,-0.021286,0.016717,0.045125,-0.08757,-0.081997,-0.086366,0.017033,-0.00292,-0.030838,-0.047941,-0.054625,-0.016039,-0.012242,0.005665,-0.003161,-0.054548,0.091823,0.033925,-0.029738,-0.031382,-0.016191,0.086392,-0.031296,-0.001538,-0.054727,-0.056399,0.058678,0.019362,0.024416,-0.027169,0.021003,0.004442,-0.002046,-0.039463,0.026832,-0.003473,0.012478,-0.017951,-0.022766,-0.014274,-0.030594,-0.000061,0.007136,-0.036148,-0.013107,0.008175,-0.020125,0.002658,0.011638,0.037066,-0.029953,-0.048486,0.043773,-0.005255,0.025936,-0.040605,0.013893,0.015425,0.016983,0.011251,0.007221,-0.037686,0.009236,0.029459,-0.01422,0.030918,-0.01654,-0.05121,0.017588,-0.022213,-0.002987,0.035485,-0.036593,0.024021,0.033653,0.015887,-0.02586,0.018329,-0.039982,-0.006083,-0.009752,0.019834,-0.009557,-0.016764,-0.014442,0.029812,0.053342,0.030363,0.00008,-0.000002
1287.d0,0.074826,0.140208,-0.110186,0.290471,0.012859,0.109125,0.086725,-0.013142,-0.006427,-0.067403,-0.012007,0.082628,0.017189,0.053088,-0.073779,-0.029604,0.059579,0.006846,-0.031175,-0.07108,0.089401,-0.027488,0.068749,0.060406,-0.022383,0.020588,0.041444,-0.02275,-0.084169,-0.033054,0.058274,-0.051662,-0.03419,-0.004871,-0.001624,0.015102,-0.00081,-0.071767,0.009455,-0.016588,-0.021477,0.001311,-0.026263,0.022177,-0.022395,-0.007137,0.004029,-0.011813,0.010817,0.001901,0.016831,-0.005355,0.016931,-0.027901,-0.005914,-0.0072,0.027437,0.057943,0.009524,-0.015271,0.0179,0.037852,-0.015475,0.023932,0.018889,0.032206,0.018286,-0.014086,0.020427,-0.023168,-0.017064,-0.030052,-0.007408,-0.021726,0.026305,-0.030359,-0.021133,-0.010617,0.028345,-0.030022,0.008686,-0.024404,-0.056843,0.028991,0.009108,-0.030045,0.076947,0.03657,0.023544,-0.008153,-0.093169,-0.00256,-0.085716,-0.028285,-0.059434,-0.035228,0.054909,-0.033592,0.008185,-0.025734,-0.05921,0.050698,0.021882,-0.122385,-0.03149,0.007584,0.02285,0.008012,0.017719,0.001645,-0.068874,-0.014446,-0.055964,-0.079203,-0.010474,-0.034908,-0.02161,0.034234,-0.080653,0.009479,0.035016,-0.03952,-0.013762,-0.000084,0.006114,-0.045054,0.062375,-0.017103,0.014889,0.12526,-0.008998,-0.023679,0.025061,0.026317,-0.012782,0.000391,0.037146,0.043004,-0.042075,0.021528,0.001087,0.029241,-0.034349,0.083032,0.050099,-0.030756,-0.040112,0.017409,-0.008394,-0.019726,0.030066,0.0327,0.03253,-0.052661,0.000651,0.009189,0.000682,0.06024,0.034069,-0.007257,0.040493,0.029835,0.016152,-0.046707,0.060889,-0.037804,-0.032743,0.0223,-0.027044,-0.022261,-0.031708,-0.003108,0.000038,-0.000005
