group,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,axis10,axis11,axis12,axis13,axis14,axis15,axis16,axis17,axis18,axis19,axis20,axis21,axis22,axis23,axis24,axis25,axis26,axis27,axis28,axis29,axis30,axis31,axis32,axis33,axis34,axis35,axis36,axis37,axis38,axis39,axis40,axis41,axis42,axis43,axis44,axis45,axis46,axis47,axis48,axis49,axis50,axis51,axis52,axis53,axis54,axis55,axis56,axis57,axis58,axis59,axis60,axis61,axis62,axis63,axis64,axis65,axis66,axis67,axis68,axis69,axis70,axis71,axis72,axis73,axis74,axis75,axis76,axis77,axis78,axis79,axis80,axis81,axis82,axis83,axis84,axis85,axis86,axis87,axis88,axis89,axis90,axis91,axis92,axis93,axis94,axis95,axis96,axis97,axis98,axis99,axis100,axis101,axis102,axis103,axis104,axis105,axis106,axis107,axis108,axis109,axis110,axis111,axis112,axis113,axis114,axis115,axis116,axis117,axis118,axis119,axis120,axis121,axis122,axis123,axis124,axis125,axis126,axis127,axis128,axis129,axis130,axis131,axis132,axis133,axis134,axis135,axis136,axis137,axis138,axis139,axis140,axis141,axis142,axis143,axis144,axis145,axis146,axis147,axis148,axis149,axis150,axis151,axis152,axis153,axis154,axis155,axis156,axis157,axis158,axis159,axis160,axis161,axis162,axis163,axis164,axis165,axis166,axis167,axis168,axis169,axis170,axis171,axis172,axis173,axis174
1516.dn21,-0.329058,-0.074704,-0.061751,-0.039478,0.021746,-0.011418,-0.032624,-0.044806,-0.072244,-0.04474,-0.081442,0.014126,0.060728,-0.043571,-0.030553,0.058423,0.045589,-0.054296,-0.039168,-0.014612,0.023507,-0.013529,-0.076815,-0.028435,-0.066318,-0.05884,-0.002264,-0.08558,-0.026003,-0.010582,0.031696,0.078561,0.081186,0.116956,0.014635,0.099767,0.023077,0.050325,-0.148118,0.048541,0.01921,0.009682,-0.053264,0.036377,-0.054902,-0.013616,0.031209,-0.125911,0.015263,0.067076,0.058661,-0.042952,0.040516,-0.044262,-0.038931,0.028299,-0.074852,-0.021441,0.098431,-0.077989,0.030092,-0.051924,-0.035829,0.094784,-0.002935,0.025429,0.055977,-0.074496,-0.030782,-0.022063,0.025089,-0.030191,-0.071758,-0.022143,0.040647,0.025768,0.012266,0.060896,-0.010882,0.009656,-0.024613,0.036077,0.004492,-0.019814,-0.036519,-0.020983,-0.009951,0.002802,-0.01543,-0.036993,0.044077,0.011432,-0.005457,-0.00678,0.029847,-0.040269,-0.019962,-0.013452,0.020401,0.030744,-0.020447,-0.0334,0.008775,0.048433,0.036789,0.009978,0.010295,-0.005409,0.000287,-0.001467,-0.044559,-0.007364,0.010552,0.002467,0.038054,0.035087,0.014092,0.008157,-0.023012,0.024132,-0.047508,-0.005627,0.005963,0.034624,-0.027257,-0.010445,-0.038417,-0.036351,-0.04246,0.043108,-0.038269,0.018944,0.053452,0.001053,-0.024633,-0.004599,0.004009,0.04551,0.002352,-0.038823,0.018277,-0.004518,-0.0209,0.027999,0.020724,0.033952,-0.019576,-0.060022,0.006507,0.041923,-0.008914,-0.004103,-0.012984,-0.021702,-0.031551,0.014469,-0.021903,-0.006065,0.015659,-0.011543,0.013663,0.001364,0.00416,-0.001355,-0.02936,-0.015964,0.008274,-0.030576,-0.017868,-0.021712,0.023642,-0.014288,0.000041,-0.000005
1516.dn35,-0.29377,-0.109997,-0.080358,-0.043593,-0.016521,0.016444,-0.064814,-0.006026,-0.089169,-0.033687,-0.081662,0.052361,0.081363,-0.02777,0.031175,0.147352,0.102132,-0.08614,-0.041964,-0.036451,0.032213,0.041319,-0.062629,0.014039,-0.060427,-0.022325,-0.007708,0.019508,-0.017295,0.018969,-0.016076,-0.007938,-0.109368,0.018581,0.031741,-0.076162,0.018686,-0.09583,0.05504,-0.028593,-0.002069,-0.019941,0.006526,-0.001425,0.030427,-0.050368,-0.030117,0.104707,-0.014626,-0.034054,-0.017798,0.030657,-0.0381,-0.004875,-0.01122,-0.035279,0.039543,0.047749,-0.077048,0.018546,-0.020786,0.019537,-0.020258,-0.028498,0.021979,0.066027,-0.029745,-0.030615,0.031303,0.022053,0.030065,0.037496,0.095911,0.020327,-0.036007,0.017519,-0.082425,-0.0494,-0.020163,-0.047145,0.080999,-0.028711,0.043978,-0.097966,0.042149,-0.042912,-0.021222,-0.046904,0.005894,-0.02585,0.045277,-0.008835,-0.038404,0.028082,0.049352,-0.069781,0.022339,0.013116,0.071602,-0.071951,-0.022924,-0.04338,0.022304,0.081352,0.000124,-0.034859,0.006948,-0.040804,-0.07211,0.027345,-0.043964,0.000248,0.03008,0.001763,-0.009159,0.029102,-0.001428,-0.002091,0.018615,0.040648,-0.045888,0.007999,0.009204,0.028105,-0.040396,0.034126,-0.013395,-0.051923,-0.036178,0.066673,-0.052287,0.033615,0.049804,-0.015556,-0.036226,-0.007708,0.016782,0.016412,0.025852,0.001687,0.062046,-0.003064,0.004191,-0.004547,0.027585,0.025193,-0.033385,-0.027067,-0.007609,0.03989,0.011097,-0.001833,-0.014595,-0.003879,-0.041822,-0.01232,-0.005388,-0.005169,0.02104,-0.028096,0.022175,0.003895,-0.011438,0.017817,-0.040208,-0.019147,-0.011677,-0.025165,-0.005206,-0.013794,0.016514,-0.013329,0.000036,-0.000005
1524.d0,0.462345,-0.310259,0.263246,-0.054097,0.027361,-0.039846,-0.051324,-0.020272,0.106633,-0.013779,0.0096,-0.008625,-0.000889,0.021081,-0.010928,-0.026395,0.071505,-0.00252,-0.035549,0.004497,0.016609,-0.005747,-0.003891,-0.040917,0.023549,-0.015925,-0.007701,0.006889,0.034843,0.001221,0.007495,0.03488,-0.021531,-0.013005,-0.019712,-0.042249,0.012864,0.038567,-0.010625,-0.047443,0.009024,0.108054,0.02977,-0.026069,-0.037002,0.064149,-0.142327,-0.000167,-0.116299,0.092575,0.099495,-0.003982,0.046398,-0.051736,-0.063551,0.039807,0.012645,0.015597,0.05303,0.096437,0.052764,-0.051438,-0.022388,0.002838,-0.005446,0.040566,-0.029073,0.030045,0.147953,0.075713,-0.045521,-0.009523,-0.009829,-0.010036,0.001845,0.002885,0.01428,-0.00458,0.060467,0.000832,0.010935,-0.059178,-0.111343,-0.087287,0.079295,-0.043789,0.00469,0.020491,-0.016482,0.054747,0.017349,0.011252,0.038252,-0.038663,0.01125,0.046543,-0.040555,-0.017835,0.018704,0.015644,-0.009699,-0.012466,0.012894,0.005225,-0.007951,0.006754,0.034941,0.002609,-0.033282,-0.00791,-0.031197,0.008734,-0.008461,0.023095,-0.02582,-0.003518,0.005161,0.010641,-0.01334,-0.009689,-0.018624,-0.043903,0.015576,-0.018592,-0.028307,-0.005297,0.000072,0.036574,0.049129,-0.04891,-0.025267,-0.023392,0.05237,0.03928,-0.025296,0.00229,0.007499,-0.024945,0.024154,-0.02579,0.002552,0.026285,-0.005958,-0.046905,0.0244,-0.003962,-0.020026,-0.023686,0.038055,-0.03583,0.031536,0.037661,-0.004084,-0.029361,0.013461,0.017242,0.028205,-0.019472,0.010077,-0.018153,-0.028764,0.01911,0.020072,-0.005912,-0.004446,0.007761,-0.01446,-0.007006,-0.044985,-0.029143,-0.018979,-0.003147,-0.00002,-0.000009
1524.dn21,0.455316,-0.26148,0.240363,0.060052,0.054371,-0.122623,0.013374,-0.005803,0.044941,0.030549,0.00952,0.028278,-0.012323,-0.024492,0.021512,0.01612,0.013465,-0.007957,0.010667,-0.029598,-0.01071,-0.003022,-0.005298,-0.005442,0.001906,-0.024339,-0.010129,-0.020739,0.012245,-0.033956,-0.0278,-0.059886,0.014843,-0.00391,-0.007565,0.054214,-0.047875,-0.053889,0.010146,-0.03573,0.300861,0.023654,-0.128984,0.003389,0.006095,0.031907,-0.071917,-0.009489,-0.021485,-0.05201,0.056549,0.053911,-0.042468,0.014435,0.047259,0.054374,-0.10244,0.017583,-0.076434,-0.004503,0.019406,0.054523,0.027607,-0.044253,0.011574,-0.075955,-0.030487,-0.048967,-0.107546,0.00151,-0.009626,0.036058,0.014899,-0.055285,0.045672,-0.0209,-0.038499,0.04121,-0.020174,0.033016,0.030364,0.039142,-0.046999,0.018273,0.022704,-0.02026,0.028362,-0.046415,0.019819,-0.005457,0.000495,-0.009386,0.008728,0.010048,0.000317,-0.022231,0.032575,-0.006526,0.002276,0.007599,-0.002298,0.008693,-0.013258,-0.005088,0.008477,0.0025,0.012795,0.012829,-0.001338,-0.003275,-0.008839,-0.015241,-0.030506,0.022718,0.003351,-0.008758,-0.025519,-0.024107,0.050455,0.013526,-0.027273,-0.033995,0.020681,-0.032762,-0.018623,-0.01155,0.001136,-0.021621,-0.025716,0.009862,0.00429,0.005784,-0.011069,-0.009961,0.022178,0.013748,-0.002603,-0.00914,-0.026559,-0.023389,-0.020659,0.027502,-0.024095,-0.041232,0.016299,0.011995,0.011973,-0.00501,0.006319,-0.001649,-0.00216,-0.007075,0.002518,-0.022002,-0.004824,-0.033797,0.009786,-0.034116,0.007234,0.006366,-0.007459,-0.053716,-0.001554,-0.022095,0.045718,-0.022117,-0.043767,-0.017878,-0.005956,-0.017783,0.006046,-0.006288,-0.000021,-0.000009
1525.d0,0.13664,-0.209917,-0.198883,0.070252,-0.062435,-0.047006,-0.036041,-0.055996,-0.009206,-0.063204,0.012518,-0.056979,0.011169,-0.019948,-0.043521,-0.064053,-0.00644,-0.059314,0.006564,0.027508,-0.03455,-0.007571,0.033789,0.007883,0.044985,-0.02151,0.021387,0.006409,-0.018271,-0.052507,-0.074613,0.01544,0.011811,0.027602,-0.01427,-0.03836,-0.094714,0.021315,-0.058387,0.008601,-0.001869,0.009524,0.023173,0.002339,0.047681,-0.040456,-0.030302,0.075498,0.022478,-0.059369,-0.037842,-0.008391,0.041265,-0.13642,0.095696,0.050526,-0.027092,-0.016504,0.055793,-0.027841,-0.03658,0.033274,-0.000154,0.022686,-0.036328,0.031695,-0.03475,0.167681,0.012094,-0.043235,0.017409,-0.023249,-0.074145,0.013595,0.06146,-0.013666,-0.008617,0.000435,0.06774,-0.027433,0.040992,0.098905,-0.00659,-0.02191,0.103486,-0.01934,-0.038033,-0.064995,-0.049683,-0.048783,0.057372,-0.070783,-0.034487,0.008537,-0.024405,-0.066978,-0.004344,0.082166,-0.046325,0.024343,-0.022504,0.089121,-0.040726,0.036304,-0.036303,0.038307,-0.024459,0.003585,-0.003666,-0.021775,-0.035301,-0.017761,-0.022268,-0.017596,0.013273,0.025257,0.024545,-0.000572,-0.001559,0.02233,0.024288,-0.026594,-0.026987,-0.00775,-0.010901,0.006336,0.001012,0.017822,0.00278,0.006894,-0.023426,0.024244,-0.008008,0.014085,0.019786,-0.022081,0.003045,0.021752,0.004019,0.009857,0.026614,0.011361,-0.016029,-0.017114,-0.016543,-0.032075,-0.004905,0.030892,0.014488,-0.026982,0.017343,-0.030122,0.013999,-0.008053,-0.003408,-0.017569,0.01511,-0.002159,0.035439,-0.026948,0.007846,0.00632,-0.038457,-0.008999,-0.020606,-0.023276,0.019171,-0.010022,-0.022173,0.011037,0.039213,0.038274,0.000018,-0.000006
1535.d0,0.229789,0.154814,-0.139305,0.012374,-0.081009,-0.242757,-0.028702,0.010092,0.025329,-0.047121,-0.006409,-0.020609,0.00465,-0.026495,0.062839,-0.010796,-0.038508,-0.010897,0.005072,0.033333,0.025775,0.021664,0.016411,-0.028809,-0.04072,0.02005,-0.005117,-0.005297,0.012893,-0.008075,-0.077115,0.004047,0.070755,-0.019112,0.014374,0.013765,-0.05882,-0.093715,-0.014625,0.03265,-0.03276,0.013211,0.009838,0.054796,0.030576,-0.036204,0.031412,0.044368,-0.005387,0.039782,0.03687,0.005155,0.085794,0.036258,-0.094423,0.127908,-0.008939,0.013688,0.064222,0.077503,0.037658,0.135923,0.070477,0.005369,0.047601,-0.000428,0.046422,0.008644,-0.010163,0.019212,-0.021281,0.006409,0.086553,-0.048155,-0.045443,-0.022976,-0.012556,0.008027,0.001126,0.012672,-0.033867,0.021687,0.022017,0.046725,0.041989,0.027364,-0.021536,0.009832,0.008865,0.00393,-0.042649,-0.034638,-0.069089,0.037457,0.012735,0.026132,-0.033724,0.072341,0.015247,0.031386,0.024107,-0.035663,0.063848,0.02537,-0.038489,-0.003762,-0.028464,0.028793,0.019976,-0.040148,0.020118,-0.01984,-0.009101,-0.005804,0.008752,-0.074532,0.05617,0.064157,0.005864,0.052465,-0.008682,-0.036487,-0.024854,0.011371,0.01597,0.01034,-0.014726,-0.045957,-0.003065,0.00852,-0.023288,0.030621,0.034251,-0.007211,-0.036965,-0.031443,0.021554,-0.004486,-0.029096,-0.01886,-0.014406,0.008012,-0.012188,0.023364,-0.034841,0.063177,-0.031145,0.029711,-0.013111,0.02538,-0.027312,0.01013,0.000843,0.028132,0.015734,0.025487,0.049595,-0.002864,-0.039426,-0.002505,-0.014159,-0.052813,0.018385,-0.024841,-0.064742,0.056754,-0.038987,0.014807,-0.032039,0.020523,-0.049584,-0.006488,0.000052,-0.000004
1535.dn21,0.285446,0.118703,-0.120465,-0.064009,-0.185764,-0.134878,-0.076116,0.005832,0.05227,-0.02377,-0.012351,-0.051804,0.072044,0.014243,0.063578,0.034858,0.024162,-0.001406,0.005632,0.021371,-0.003855,-0.029902,0.016856,-0.03238,0.012484,0.011169,-0.003742,0.010983,-0.010177,-0.025349,0.010515,-0.004144,-0.025389,0.007539,0.012882,-0.028868,0.035236,0.019262,-0.006631,-0.014287,0.020835,-0.000458,0.030581,-0.03186,-0.022213,0.018797,-0.029288,-0.051164,0.000536,-0.110413,0.033266,-0.019157,-0.036586,0.003757,0.043699,-0.050183,-0.012119,-0.033669,-0.072978,-0.030376,-0.071333,-0.110916,-0.066242,0.083418,-0.085694,-0.032766,0.030503,0.010385,0.010235,0.07703,-0.005052,-0.07848,-0.001949,-0.064735,0.003525,-0.018372,0.078425,-0.026493,0.021398,-0.011196,0.024625,-0.036709,0.075996,0.090851,0.08814,0.05805,0.09039,-0.026019,0.006652,0.074341,0.008015,0.001559,-0.023365,-0.010159,0.00102,-0.01742,0.025308,-0.01894,0.029366,-0.009984,-0.022085,0.025457,0.001261,0.03985,0.030219,0.025369,0.067585,0.00186,-0.059816,-0.019099,-0.008237,0.007633,0.027885,0.024781,0.047373,0.010759,-0.030094,0.043611,-0.003258,0.006081,0.024308,-0.025181,0.009479,0.006839,-0.002807,-0.001692,0.020781,-0.032283,-0.029447,-0.008147,0.010185,-0.017529,-0.000812,0.007496,-0.041543,-0.029336,-0.000009,0.073839,-0.01746,0.013793,0.007187,-0.034404,-0.031898,0.019959,-0.020557,0.074818,-0.074196,0.068122,0.003106,-0.054429,-0.009777,-0.030912,-0.010373,0.001021,0.042879,-0.00186,0.015467,-0.026419,-0.034704,0.049486,-0.022093,-0.052464,0.012741,-0.036483,-0.04899,0.002962,-0.008581,-0.01101,-0.006923,0.034479,-0.061739,-0.003488,0.000073,-0.000002
1535.dn35,-0.109396,-0.127184,-0.200297,0.000273,-0.024268,0.006355,0.023694,0.024005,0.065669,-0.087321,-0.046064,-0.023953,0.002535,-0.061724,-0.036635,-0.04402,-0.005328,0.082874,0.084289,-0.033899,-0.014559,-0.009778,-0.11406,-0.034229,-0.027355,0.020742,-0.094498,-0.041204,-0.051976,0.002554,0.059309,0.025687,0.023988,0.00113,-0.005353,-0.004078,0.006481,-0.008379,0.072956,-0.041143,0.003827,-0.010457,0.05337,-0.06932,0.05088,0.013417,-0.039235,0.021301,0.057741,0.02022,-0.040495,0.001194,-0.139077,0.027848,-0.030147,0.037587,-0.02098,0.003198,-0.036969,0.018239,0.031428,0.026437,0.036275,0.061909,0.003748,0.047197,-0.000903,0.030466,0.018431,0.001222,-0.065315,0.00789,-0.036109,-0.052424,0.053747,-0.0331,-0.020331,0.006279,-0.005918,-0.019408,-0.021828,0.016488,0.019622,0.011213,-0.047787,-0.055685,0.017108,-0.005328,-0.079097,0.056301,0.017613,0.029371,-0.098827,-0.017591,-0.036785,0.012686,0.013975,0.009113,-0.015646,0.057291,0.019999,0.008742,0.080863,0.003915,-0.006178,0.009176,-0.07802,0.016773,-0.080574,-0.050376,0.049755,-0.04942,-0.02328,-0.022764,0.059432,0.098657,0.049533,-0.060315,-0.004576,-0.037096,-0.063752,-0.039125,-0.025448,0.006943,0.083633,-0.011156,0.043702,0.007884,0.014171,-0.015016,0.007083,-0.043524,0.012542,0.020716,0.008241,-0.052627,-0.06611,0.029121,0.000472,-0.064884,-0.002404,-0.039305,0.012831,0.019221,0.02109,0.006315,-0.003534,0.010222,-0.027502,0.000404,-0.013801,0.055852,-0.056017,0.011865,-0.042058,-0.011479,-0.002129,0.000741,-0.008058,-0.029955,-0.001562,0.005173,0.014424,-0.009577,0.001878,-0.026273,0.024317,-0.009979,0.014843,-0.012345,-0.007113,-0.006922,-0.000051,-0.000012
1536.d0,0.312543,0.12459,0.225492,0.270498,0.172284,-0.060247,-0.082593,0.008642,-0.005145,0.121362,-0.125934,-0.074493,0.022692,-0.073145,0.038791,0.074527,-0.074821,-0.00657,0.076556,-0.057418,-0.037917,0.003841,0.017762,-0.003284,0.000432,0.017265,0.005806,-0.016414,-0.007448,-0.069751,-0.056304,-0.015162,-0.000577,0.007864,-0.020608,0.007519,0.052436,-0.01154,-0.028017,0.018487,0.016161,-0.00456,-0.005644,0.036003,0.009552,0.000999,0.007211,-0.005349,-0.005256,-0.003084,0.009844,0.01146,-0.016097,0.006551,0.001179,0.009,0.013035,0.006963,-0.032445,-0.013934,-0.009581,-0.006028,-0.030572,-0.02978,0.026304,0.039937,-0.007611,-0.001103,0.07029,-0.045143,0.02829,-0.026348,-0.013709,0.045345,-0.012536,-0.010503,0.031839,0.015106,0.002975,0.00156,-0.016864,0.0337,-0.018024,-0.001066,0.030185,-0.020345,0.026385,-0.021525,-0.067967,0.023268,-0.0823,0.009769,0.011662,0.040315,-0.042645,0.038795,0.021692,0.006628,0.00784,-0.002452,-0.017605,-0.024472,0.065043,0.03894,0.021431,0.03117,0.020478,0.013194,-0.013633,-0.078962,-0.008738,0.035508,-0.035379,0.014026,-0.11158,0.023456,0.01262,0.018378,-0.011385,-0.085345,-0.06218,-0.020614,0.019778,0.063976,0.032554,0.019967,-0.101331,-0.061573,-0.015475,0.053111,0.07938,-0.004421,-0.038718,-0.057205,0.022928,-0.052607,0.019206,0.009874,-0.068682,0.093097,-0.001418,-0.024206,-0.004697,-0.062824,0.065197,-0.018322,0.049035,-0.061518,0.018694,-0.060628,-0.011083,0.02974,-0.002893,0.022437,0.020973,0.036634,0.037005,0.042752,-0.040557,0.03127,0.047404,0.049912,0.026876,0.007651,-0.059641,-0.00773,0.057904,-0.043284,0.011055,0.023787,0.008149,0.01107,0.000016,-0.000007
1537.d0,0.135741,0.175079,-0.069204,0.159903,0.079255,0.095752,-0.057769,-0.228834,0.05513,0.010746,-0.105841,-0.138988,0.071436,-0.01022,0.165959,0.014728,-0.011851,0.059758,0.009447,0.038607,0.023229,-0.037532,0.004463,0.03468,-0.004907,-0.00467,0.015007,-0.017676,-0.006821,-0.023895,-0.027298,0.023369,-0.020484,-0.010921,-0.006878,-0.012068,0.015994,-0.009151,-0.01368,0.016403,0.01044,0.006698,0.005367,0.002134,0.008889,0.004935,0.005576,-0.012807,-0.006188,-0.012688,-0.001384,-0.001713,0.004616,-0.005553,-0.014575,0.006027,0.000598,-0.002952,-0.013916,-0.007043,-0.008221,0.003679,0.008045,0.016587,-0.000673,0.002799,-0.010676,0.000353,0.007558,-0.032566,0.025799,0.001623,-0.003982,-0.014462,0.011441,-0.005205,-0.016528,-0.031119,0.008875,-0.012248,-0.005048,-0.01174,-0.015379,-0.014939,-0.012368,0.028677,0.025786,-0.02433,-0.013103,-0.027094,-0.017809,-0.014067,-0.010432,-0.004681,-0.003511,-0.004859,-0.005428,-0.027131,0.014972,-0.005203,-0.024512,0.017022,0.022867,-0.000978,0.007853,-0.011519,-0.025763,-0.071333,0.037003,-0.045974,-0.046544,-0.016327,-0.033024,0.028681,0.003703,0.016561,-0.019899,0.039601,0.033846,-0.009143,0.069497,-0.059641,-0.018924,0.130003,0.018765,-0.03826,0.044283,0.049286,0.051173,-0.060789,0.027108,0.106106,0.012749,-0.048235,0.038433,0.04005,-0.09928,-0.117282,0.048658,-0.029674,0.045112,-0.058983,0.114665,-0.008823,-0.040126,-0.016052,-0.083875,-0.024797,0.061022,0.110405,-0.004388,0.045436,-0.010187,-0.017346,0.022226,0.01445,-0.057065,-0.041647,-0.006951,0.097773,0.028178,-0.007531,-0.01058,-0.050268,0.030068,-0.020465,-0.046222,-0.019281,-0.00263,-0.025066,-0.009663,0.002587,0.000019,-0.000006
1537.dn21,0.358121,0.026832,0.152127,-0.094544,0.004154,0.055356,-0.259449,0.123169,0.164473,0.015193,-0.144564,0.009191,0.033312,-0.013183,-0.07404,0.008213,-0.053327,-0.017422,0.0362,0.204857,0.015566,-0.120645,-0.080455,0.325586,0.03151,-0.065035,-0.006529,-0.008966,-0.010747,-0.017225,0.006563,-0.010858,0.010795,-0.013187,0.011453,0.004964,0.010731,0.0104,0.008961,-0.007505,-0.002493,0.004449,-0.002154,-0.011913,-0.018863,0.010994,0.002557,0.001207,-0.007944,-0.000334,0.001068,0.000396,0.001282,0.011132,0.008199,0.006233,0.011073,-0.011179,-0.000168,0.004155,0.001293,0.011739,0.000569,0.018288,-0.006314,-0.019641,-0.019477,-0.016611,0.008242,0.006529,-0.009734,-0.015362,0.00902,-0.010761,0.01964,0.015595,0.015862,0.011812,0.002475,0.001391,-0.025137,-0.050596,0.008226,-0.018649,-0.001123,0.03221,0.019566,-0.015201,0.028249,0.046182,0.008301,-0.039378,-0.010583,-0.010218,0.046695,-0.017228,0.023275,-0.024977,-0.01668,0.0052,0.037393,0.01292,-0.014268,0.037949,-0.007966,-0.015923,-0.033235,-0.008657,-0.008453,-0.007233,-0.010595,-0.043371,-0.047643,-0.035453,-0.051028,-0.003677,0.052774,0.009689,-0.026686,0.031178,0.028876,0.065368,-0.049219,0.000592,0.000728,0.020381,0.014244,-0.055054,0.029448,0.022438,0.016975,-0.008892,-0.032555,0.016718,-0.015492,0.010791,-0.027889,0.044464,-0.064038,-0.01817,-0.007512,0.034709,-0.02758,-0.054066,-0.024345,0.012516,0.023037,-0.013117,-0.012411,0.035059,-0.042248,-0.01389,0.027569,-0.008648,-0.028666,-0.024828,-0.02809,-0.027368,-0.047649,-0.044366,0.01573,0.077402,-0.030429,0.005119,0.001004,0.027715,-0.016369,0.010672,-0.022866,-0.009844,0.003432,-0.00548,0.000012,-0.000007
1538.dn21,0.39594,0.033303,-0.002487,-0.120387,-0.103378,0.002886,-0.156669,0.106552,0.125272,-0.043929,-0.058801,0.091305,0.035551,0.031369,-0.013427,-0.008982,-0.022133,-0.017566,-0.012911,0.036703,-0.016006,-0.015876,-0.003539,0.006704,-0.006682,-0.005028,-0.023995,-0.018252,0.003204,-0.020299,-0.009281,0.012933,0.005,0.011166,-0.004116,0.006996,-0.012875,0.007169,-0.018001,0.007335,-0.001351,0.003475,0.003458,-0.013418,-0.019173,-0.016949,-0.013208,-0.004562,0.008035,-0.020588,0.009314,0.012554,0.004517,-0.010447,-0.030572,0.025347,-0.011892,0.006143,0.036871,0.001564,0.017545,0.002915,0.004282,-0.073435,0.010424,0.020341,0.005624,-0.029451,-0.013057,-0.009067,-0.018476,0.065139,0.004324,0.036448,-0.043958,-0.030976,-0.020433,-0.020245,0.025841,-0.018098,0.059242,0.03809,0.007935,0.022775,-0.006744,-0.048133,-0.013213,0.031773,-0.053096,-0.119956,-0.085078,0.07925,-0.033857,0.068479,-0.055445,0.099232,-0.06349,0.019594,0.039934,0.026986,-0.048846,-0.0119,-0.063647,-0.009384,-0.018264,-0.061728,0.008073,-0.047277,-0.022117,-0.039683,0.039257,0.001112,0.062947,0.018831,0.079786,0.066216,-0.047835,0.020131,-0.006008,0.048061,0.020733,-0.00503,0.050518,0.066456,0.014389,0.041552,0.049457,0.146631,-0.057222,0.045346,0.00322,-0.065092,-0.053151,-0.033291,-0.023254,0.003621,0.016933,0.019142,-0.035362,-0.006971,0.015413,-0.008289,-0.043808,-0.062809,-0.0578,0.008966,-0.030244,-0.032012,0.033253,-0.060849,-0.006006,-0.020941,-0.006563,-0.029621,0.00847,-0.047582,-0.03668,-0.03364,-0.010485,0.001872,-0.001789,0.065765,0.008808,0.009338,0.042322,-0.045239,0.009234,0.014939,0.034801,0.031048,-0.026297,-0.011415,0.000093,-0.000001
1539.dn21,0.469098,-0.232183,0.232597,0.011209,0.06688,-0.041686,0.043082,0.005518,-0.038296,0.042263,0.027197,0.007986,-0.062545,-0.128891,-0.010081,-0.001337,0.010508,-0.0127,0.007832,-0.015802,-0.006211,-0.004835,-0.026701,0.01427,-0.011003,-0.031282,0.001295,0.003608,0.005358,0.01646,0.042977,-0.000727,-0.019712,-0.033906,0.021779,-0.022748,-0.067335,0.026043,0.021077,0.075002,-0.018455,0.036333,-0.054762,-0.0625,0.009275,0.086686,-0.041313,0.115751,0.015774,0.047587,0.067444,-0.014013,0.011751,-0.017146,-0.049763,-0.033578,0.085396,-0.030357,0.05505,0.023608,-0.017207,-0.043111,-0.07999,0.04703,-0.011951,0.024038,0.075019,0.031653,0.042773,-0.091421,0.034249,0.012766,-0.031281,0.107589,-0.028453,0.036483,0.000613,-0.036237,-0.015911,-0.000734,-0.013131,0.038111,0.14923,0.029203,-0.077224,0.063906,0.003412,0.044361,-0.035364,-0.006486,-0.061975,-0.009317,-0.070808,0.017301,-0.002116,0.018492,0.02889,-0.025296,-0.001377,-0.004338,0.004062,-0.03496,-0.054981,0.018004,-0.014908,0.015116,-0.043936,-0.017853,0.018908,0.007908,0.011416,-0.027462,-0.056215,0.005451,0.013106,-0.019452,-0.030191,-0.028563,0.05992,0.020501,0.030128,-0.044079,0.01262,-0.001937,-0.038728,-0.040139,0.005539,-0.048759,-0.075778,-0.001312,-0.00501,-0.007307,-0.008688,-0.032559,0.049056,-0.007467,-0.002938,0.016127,-0.031855,0.015174,-0.03049,0.009319,-0.027005,-0.01569,0.056619,0.031345,0.002227,0.043815,0.029107,0.000044,0.028393,-0.017469,-0.044343,-0.018928,0.006216,-0.031394,-0.005415,-0.017975,-0.003802,0.007511,-0.004076,-0.063243,-0.008565,-0.02555,0.030795,0.003798,-0.067638,-0.017305,-0.009426,-0.013656,0.019463,-0.007633,-0.000031,-0.00001
